class_code,subclass_code,class_name,subclass_name,code,name
A,A01,农、林、牧、渔业,农业,601118,海南橡胶
A,A01,农、林、牧、渔业,农业,300087,荃银高科
A,A01,农、林、牧、渔业,农业,300189,神农科技
A,A01,农、林、牧、渔业,农业,002772,众兴菌业
A,A01,农、林、牧、渔业,农业,300511,雪榕生物
A,A01,农、林、牧、渔业,农业,600108,亚盛集团
A,A01,农、林、牧、渔业,农业,600313,农发种业
A,A01,农、林、牧、渔业,农业,600354,敦煌种业
A,A01,农、林、牧、渔业,农业,600359,新农开发
A,A01,农、林、牧、渔业,农业,600371,万向德农
A,A01,农、林、牧、渔业,农业,600506,香梨股份
A,A01,农、林、牧、渔业,农业,600540,新赛股份
A,A01,农、林、牧、渔业,农业,600598,北大荒
A,A01,农、林、牧、渔业,农业,000998,隆平高科
A,A01,农、林、牧、渔业,农业,002041,登海种业
A,A02,农、林、牧、渔业,林业,002200,*ST云投
A,A02,农、林、牧、渔业,林业,002679,福建金森
A,A02,农、林、牧、渔业,林业,600265,ST景谷
A,A02,农、林、牧、渔业,林业,000592,平潭发展
A,A03,农、林、牧、渔业,畜牧业,002234,民和股份
A,A03,农、林、牧、渔业,畜牧业,002299,圣农发展
A,A03,农、林、牧、渔业,畜牧业,300498,温氏股份
A,A03,农、林、牧、渔业,畜牧业,002321,华英农业
A,A03,农、林、牧、渔业,畜牧业,300106,西部牧业
A,A03,农、林、牧、渔业,畜牧业,002458,益生股份
A,A03,农、林、牧、渔业,畜牧业,002477,*ST雏鹰
A,A03,农、林、牧、渔业,畜牧业,300313,天山生物
A,A03,农、林、牧、渔业,畜牧业,002714,牧原股份
A,A03,农、林、牧、渔业,畜牧业,002746,仙坛股份
A,A03,农、林、牧、渔业,畜牧业,300761,立华股份
A,A03,农、林、牧、渔业,畜牧业,600965,福成股份
A,A03,农、林、牧、渔业,畜牧业,600975,新五丰
A,A03,农、林、牧、渔业,畜牧业,000735,罗 牛 山
A,A04,农、林、牧、渔业,渔业,002069,獐子岛
A,A04,农、林、牧、渔业,渔业,002086,ST东海洋
A,A04,农、林、牧、渔业,渔业,300094,国联水产
A,A04,农、林、牧、渔业,渔业,002696,百洋股份
A,A04,农、林、牧、渔业,渔业,600097,开创国际
A,A04,农、林、牧、渔业,渔业,600257,大湖股份
A,A04,农、林、牧、渔业,渔业,600467,好当家
A,A04,农、林、牧、渔业,渔业,000798,中水渔业
A,A04,农、林、牧、渔业,渔业,200992,中  鲁Ｂ
A,A05,农、林、牧、渔业,农、林、牧、渔服务业,000713,丰乐种业
B,B06,采矿业,煤炭开采和洗选业,601699,潞安环能
B,B06,采矿业,煤炭开采和洗选业,601666,平煤股份
B,B06,采矿业,煤炭开采和洗选业,002128,露天煤业
B,B06,采矿业,煤炭开采和洗选业,601088,中国神华
B,B06,采矿业,煤炭开采和洗选业,601918,新集能源
B,B06,采矿业,煤炭开采和洗选业,601898,中煤能源
B,B06,采矿业,煤炭开采和洗选业,601101,昊华能源
B,B06,采矿业,煤炭开采和洗选业,601225,陕西煤业
B,B06,采矿业,煤炭开采和洗选业,600121,郑州煤电
B,B06,采矿业,煤炭开采和洗选业,600123,兰花科创
B,B06,采矿业,煤炭开采和洗选业,600157,永泰能源
B,B06,采矿业,煤炭开采和洗选业,600188,兖州煤业
B,B06,采矿业,煤炭开采和洗选业,600348,阳泉煤业
B,B06,采矿业,煤炭开采和洗选业,600395,盘江股份
B,B06,采矿业,煤炭开采和洗选业,600397,安源煤业
B,B06,采矿业,煤炭开采和洗选业,600403,大有能源
B,B06,采矿业,煤炭开采和洗选业,600508,上海能源
B,B06,采矿业,煤炭开采和洗选业,600714,金瑞矿业
B,B06,采矿业,煤炭开采和洗选业,600758,红阳能源
B,B06,采矿业,煤炭开采和洗选业,600971,恒源煤电
B,B06,采矿业,煤炭开采和洗选业,600985,淮北矿业
B,B06,采矿业,煤炭开采和洗选业,601001,大同煤业
B,B06,采矿业,煤炭开采和洗选业,900948,伊泰Ｂ股
B,B06,采矿业,煤炭开采和洗选业,000552,靖远煤电
B,B06,采矿业,煤炭开采和洗选业,000780,平庄能源
B,B06,采矿业,煤炭开采和洗选业,000937,冀中能源
B,B06,采矿业,煤炭开采和洗选业,000983,西山煤电
B,B07,采矿业,石油和天然气开采业,601857,中国石油
B,B07,采矿业,石油和天然气开采业,300483,沃施股份
B,B07,采矿业,石油和天然气开采业,600028,中国石化
B,B07,采矿业,石油和天然气开采业,600256,广汇能源
B,B07,采矿业,石油和天然气开采业,600759,洲际油气
B,B07,采矿业,石油和天然气开采业,000968,蓝焰控股
B,B08,采矿业,黑色金属矿采选业,601969,海南矿业
B,B08,采矿业,黑色金属矿采选业,600532,宏达矿业
B,B08,采矿业,黑色金属矿采选业,000655,金岭矿业
B,B08,采矿业,黑色金属矿采选业,000762,西藏矿业
B,B08,采矿业,黑色金属矿采选业,000923,河北宣工
B,B09,采矿业,有色金属矿采选业,601168,西部矿业
B,B09,采矿业,有色金属矿采选业,002155,湖南黄金
B,B09,采矿业,有色金属矿采选业,601899,紫金矿业
B,B09,采矿业,有色金属矿采选业,601958,金钼股份
B,B09,采矿业,有色金属矿采选业,601069,西部黄金
B,B09,采矿业,有色金属矿采选业,601020,华钰矿业
B,B09,采矿业,有色金属矿采选业,603993,洛阳钼业
B,B09,采矿业,有色金属矿采选业,600259,广晟有色
B,B09,采矿业,有色金属矿采选业,600311,荣华实业
B,B09,采矿业,有色金属矿采选业,600338,西藏珠峰
B,B09,采矿业,有色金属矿采选业,600489,中金黄金
B,B09,采矿业,有色金属矿采选业,600497,驰宏锌锗
B,B09,采矿业,有色金属矿采选业,600547,山东黄金
B,B09,采矿业,有色金属矿采选业,600711,盛屯矿业
B,B09,采矿业,有色金属矿采选业,600766,园城黄金
B,B09,采矿业,有色金属矿采选业,600988,赤峰黄金
B,B09,采矿业,有色金属矿采选业,000426,兴业矿业
B,B09,采矿业,有色金属矿采选业,000506,中润资源
B,B09,采矿业,有色金属矿采选业,000603,盛达矿业
B,B09,采矿业,有色金属矿采选业,000688,国城矿业
B,B09,采矿业,有色金属矿采选业,000758,中色股份
B,B09,采矿业,有色金属矿采选业,000975,银泰资源
B,B10,采矿业,非金属矿采选业,603505,金石资源
B,B11,采矿业,开采辅助活动,601808,中海油服
B,B11,采矿业,开采辅助活动,002207,ST准油
B,B11,采矿业,开采辅助活动,002683,宏大爆破
B,B11,采矿业,开采辅助活动,300084,海默科技
B,B11,采矿业,开采辅助活动,300157,恒泰艾普
B,B11,采矿业,开采辅助活动,300191,潜能恒信
B,B11,采矿业,开采辅助活动,300164,通源石油
B,B11,采矿业,开采辅助活动,002554,惠博普
B,B11,采矿业,开采辅助活动,002629,*ST仁智
B,B11,采矿业,开采辅助活动,603979,金诚信
B,B11,采矿业,开采辅助活动,002828,贝肯能源
B,B11,采矿业,开采辅助活动,603727,博迈科
B,B11,采矿业,开采辅助活动,603619,中曼石油
B,B11,采矿业,开采辅助活动,600968,海油发展
B,B11,采矿业,开采辅助活动,600339,中油工程
B,B11,采矿业,开采辅助活动,600583,海油工程
B,B11,采矿业,开采辅助活动,600871,石化油服
C,C13,制造业,农副食品加工业,002100,天康生物
C,C13,制造业,农副食品加工业,002124,天邦股份
C,C13,制造业,农副食品加工业,002157,正邦科技
C,C13,制造业,农副食品加工业,002220,ST天宝
C,C13,制造业,农副食品加工业,002286,保龄宝
C,C13,制造业,农副食品加工业,002311,海大集团
C,C13,制造业,农副食品加工业,002330,得利斯
C,C13,制造业,农副食品加工业,002385,大北农
C,C13,制造业,农副食品加工业,300138,晨光生物
C,C13,制造业,农副食品加工业,002515,金字火腿
C,C13,制造业,农副食品加工业,300175,朗源股份
C,C13,制造业,农副食品加工业,002548,金新农
C,C13,制造业,农副食品加工业,002557,洽洽食品
C,C13,制造业,农副食品加工业,002567,唐人神
C,C13,制造业,农副食品加工业,002582,好想你
C,C13,制造业,农副食品加工业,002604,*ST龙力
C,C13,制造业,农副食品加工业,300268,佳沃股份
C,C13,制造业,农副食品加工业,603609,禾丰牧业
C,C13,制造业,农副食品加工业,002726,龙大肉食
C,C13,制造业,农副食品加工业,002695,煌上煌
C,C13,制造业,农副食品加工业,002702,海欣食品
C,C13,制造业,农副食品加工业,002840,华统股份
C,C13,制造业,农副食品加工业,603336,宏辉果蔬
C,C13,制造业,农副食品加工业,603536,惠发股份
C,C13,制造业,农副食品加工业,603345,安井食品
C,C13,制造业,农副食品加工业,603517,绝味食品
C,C13,制造业,农副食品加工业,603668,天马科技
C,C13,制造业,农副食品加工业,002852,道道全
C,C13,制造业,农副食品加工业,601952,苏垦农发
C,C13,制造业,农副食品加工业,002891,中宠股份
C,C13,制造业,农副食品加工业,603363,傲农生物
C,C13,制造业,农副食品加工业,300673,佩蒂股份
C,C13,制造业,农副食品加工业,600095,哈高科
C,C13,制造业,农副食品加工业,600127,金健米业
C,C13,制造业,农副食品加工业,600191,华资实业
C,C13,制造业,农副食品加工业,600251,冠农股份
C,C13,制造业,农副食品加工业,600275,ST昌鱼
C,C13,制造业,农副食品加工业,600438,通威股份
C,C13,制造业,农副食品加工业,600737,中粮糖业
C,C13,制造业,农副食品加工业,000048,*ST康达
C,C13,制造业,农副食品加工业,000505,京粮控股
C,C13,制造业,农副食品加工业,200505,京粮B
C,C13,制造业,农副食品加工业,000529,广弘控股
C,C13,制造业,农副食品加工业,000639,西王食品
C,C13,制造业,农副食品加工业,000702,正虹科技
C,C13,制造业,农副食品加工业,000876,新 希 望
C,C13,制造业,农副食品加工业,000893,*ST东凌
C,C13,制造业,农副食品加工业,000895,双汇发展
C,C13,制造业,农副食品加工业,000911,*ST南糖
C,C13,制造业,农副食品加工业,000972,ST中基
C,C14,制造业,食品制造业,002216,三全食品
C,C14,制造业,食品制造业,002329,皇氏集团
C,C14,制造业,食品制造业,300401,花园生物
C,C14,制造业,食品制造业,002481,双塔食品
C,C14,制造业,食品制造业,002495,佳隆股份
C,C14,制造业,食品制造业,300146,汤臣倍健
C,C14,制造业,食品制造业,002507,涪陵榨菜
C,C14,制造业,食品制造业,002570,贝因美
C,C14,制造业,食品制造业,002626,金达威
C,C14,制造业,食品制造业,002650,加加食品
C,C14,制造业,食品制造业,002661,克明面业
C,C14,制造业,食品制造业,002732,燕塘乳业
C,C14,制造业,食品制造业,603043,广州酒家
C,C14,制造业,食品制造业,002719,麦趣尔
C,C14,制造业,食品制造业,603020,爱普股份
C,C14,制造业,食品制造业,603288,海天味业
C,C14,制造业,食品制造业,603696,安记食品
C,C14,制造业,食品制造业,603317,天味食品
C,C14,制造业,食品制造业,002770,科迪乳业
C,C14,制造业,食品制造业,603866,桃李面包
C,C14,制造业,食品制造业,603299,苏盐井神
C,C14,制造业,食品制造业,603027,千禾味业
C,C14,制造业,食品制造业,002910,庄园牧场
C,C14,制造业,食品制造业,002820,桂发祥
C,C14,制造业,食品制造业,603886,元祖股份
C,C14,制造业,食品制造业,002847,盐津铺子
C,C14,制造业,食品制造业,603079,圣达生物
C,C14,制造业,食品制造业,600929,湖南盐业
C,C14,制造业,食品制造业,603739,蔚蓝生物
C,C14,制造业,食品制造业,002946,新乳业
C,C14,制造业,食品制造业,002956,西麦食品
C,C14,制造业,食品制造业,300765,新诺威
C,C14,制造业,食品制造业,603697,有友食品
C,C14,制造业,食品制造业,600073,上海梅林
C,C14,制造业,食品制造业,600186,*ST莲花
C,C14,制造业,食品制造业,600298,安琪酵母
C,C14,制造业,食品制造业,600305,恒顺醋业
C,C14,制造业,食品制造业,600381,青海春天
C,C14,制造业,食品制造业,600419,天润乳业
C,C14,制造业,食品制造业,600429,三元股份
C,C14,制造业,食品制造业,600597,光明乳业
C,C14,制造业,食品制造业,600866,星湖科技
C,C14,制造业,食品制造业,600872,中炬高新
C,C14,制造业,食品制造业,600873,梅花生物
C,C14,制造业,食品制造业,600882,妙可蓝多
C,C14,制造业,食品制造业,600887,伊利股份
C,C14,制造业,食品制造业,000716,黑芝麻
C,C14,制造业,食品制造业,002053,云南能投
C,C15,制造业,酒、饮料和精制茶制造业,002304,洋河股份
C,C15,制造业,酒、饮料和精制茶制造业,002461,珠江啤酒
C,C15,制造业,酒、饮料和精制茶制造业,002568,百润股份
C,C15,制造业,酒、饮料和精制茶制造业,002646,青青稞酒
C,C15,制造业,酒、饮料和精制茶制造业,603369,今世缘
C,C15,制造业,酒、饮料和精制茶制造业,601579,会稽山
C,C15,制造业,酒、饮料和精制茶制造业,603589,口子窖
C,C15,制造业,酒、饮料和精制茶制造业,603198,迎驾贡酒
C,C15,制造业,酒、饮料和精制茶制造业,603156,养元饮品
C,C15,制造业,酒、饮料和精制茶制造业,603779,威龙股份
C,C15,制造业,酒、饮料和精制茶制造业,603919,金徽酒
C,C15,制造业,酒、饮料和精制茶制造业,603711,香飘飘
C,C15,制造业,酒、饮料和精制茶制造业,600059,古越龙山
C,C15,制造业,酒、饮料和精制茶制造业,600084,*ST中葡
C,C15,制造业,酒、饮料和精制茶制造业,600132,重庆啤酒
C,C15,制造业,酒、饮料和精制茶制造业,600189,吉林森工
C,C15,制造业,酒、饮料和精制茶制造业,600197,伊力特
C,C15,制造业,酒、饮料和精制茶制造业,600199,金种子酒
C,C15,制造业,酒、饮料和精制茶制造业,600238,ST椰岛
C,C15,制造业,酒、饮料和精制茶制造业,600300,维维股份
C,C15,制造业,酒、饮料和精制茶制造业,600365,通葡股份
C,C15,制造业,酒、饮料和精制茶制造业,600519,贵州茅台
C,C15,制造业,酒、饮料和精制茶制造业,600543,莫高股份
C,C15,制造业,酒、饮料和精制茶制造业,600559,老白干酒
C,C15,制造业,酒、饮料和精制茶制造业,600573,惠泉啤酒
C,C15,制造业,酒、饮料和精制茶制造业,600600,青岛啤酒
C,C15,制造业,酒、饮料和精制茶制造业,600616,金枫酒业
C,C15,制造业,酒、饮料和精制茶制造业,600702,舍得酒业
C,C15,制造业,酒、饮料和精制茶制造业,600779,水井坊
C,C15,制造业,酒、饮料和精制茶制造业,600809,山西汾酒
C,C15,制造业,酒、饮料和精制茶制造业,600962,国投中鲁
C,C15,制造业,酒、饮料和精制茶制造业,000568,泸州老窖
C,C15,制造业,酒、饮料和精制茶制造业,000596,古井贡酒
C,C15,制造业,酒、饮料和精制茶制造业,200596,古井贡Ｂ
C,C15,制造业,酒、饮料和精制茶制造业,000729,燕京啤酒
C,C15,制造业,酒、饮料和精制茶制造业,000752,*ST西发
C,C15,制造业,酒、饮料和精制茶制造业,000799,酒鬼酒
C,C15,制造业,酒、饮料和精制茶制造业,000848,承德露露
C,C15,制造业,酒、饮料和精制茶制造业,000858,五 粮 液
C,C15,制造业,酒、饮料和精制茶制造业,000860,顺鑫农业
C,C15,制造业,酒、饮料和精制茶制造业,000869,张  裕Ａ
C,C15,制造业,酒、饮料和精制茶制造业,200869,张  裕Ｂ
C,C15,制造业,酒、饮料和精制茶制造业,000929,兰州黄河
C,C15,制造业,酒、饮料和精制茶制造业,000995,*ST皇台
C,C17,制造业,纺织业,002083,孚日股份
C,C17,制造业,纺织业,002087,新野纺织
C,C17,制造业,纺织业,002144,宏达高科
C,C17,制造业,纺织业,002193,如意集团
C,C17,制造业,纺织业,002293,罗莱生活
C,C17,制造业,纺织业,002327,富安娜
C,C17,制造业,纺织业,002394,联发股份
C,C17,制造业,纺织业,002397,梦洁股份
C,C17,制造业,纺织业,002516,旷达科技
C,C17,制造业,纺织业,601599,鹿港文化
C,C17,制造业,纺织业,601339,百隆东方
C,C17,制造业,纺织业,603889,新澳股份
C,C17,制造业,纺织业,002761,多喜爱
C,C17,制造业,纺织业,603055,台华新材
C,C17,制造业,纺织业,603365,水星家纺
C,C17,制造业,纺织业,603665,康隆达
C,C17,制造业,纺织业,603238,诺邦股份
C,C17,制造业,纺织业,300577,开润股份
C,C17,制造业,纺织业,300658,延江股份
C,C17,制造业,纺织业,603558,健盛集团
C,C17,制造业,纺织业,600070,浙江富润
C,C17,制造业,纺织业,600156,华升股份
C,C17,制造业,纺织业,600220,江苏阳光
C,C17,制造业,纺织业,600232,金鹰股份
C,C17,制造业,纺织业,600370,三房巷
C,C17,制造业,纺织业,600448,华纺股份
C,C17,制造业,纺织业,600493,凤竹纺织
C,C17,制造业,纺织业,600630,龙头股份
C,C17,制造业,纺织业,600689,上海三毛
C,C17,制造业,纺织业,900922,三毛B股
C,C17,制造业,纺织业,600987,航民股份
C,C17,制造业,纺织业,000611,*ST天首
C,C17,制造业,纺织业,000726,鲁  泰Ａ
C,C17,制造业,纺织业,200726,鲁  泰Ｂ
C,C17,制造业,纺织业,000850,华茂股份
C,C17,制造业,纺织业,000955,欣龙控股
C,C17,制造业,纺织业,000982,*ST 中绒
C,C17,制造业,纺织业,002042,华孚时尚
C,C18,制造业,纺织服装、服饰业,002154,报 喜 鸟
C,C18,制造业,纺织服装、服饰业,002269,美邦服饰
C,C18,制造业,纺织服装、服饰业,002291,星期六
C,C18,制造业,纺织服装、服饰业,300005,探路者
C,C18,制造业,纺织服装、服饰业,002404,嘉欣丝绸
C,C18,制造业,纺织服装、服饰业,601718,际华集团
C,C18,制造业,纺织服装、服饰业,002485,希努尔
C,C18,制造业,纺织服装、服饰业,002486,嘉麟杰
C,C18,制造业,纺织服装、服饰业,002503,搜于特
C,C18,制造业,纺织服装、服饰业,002563,森马服饰
C,C18,制造业,纺织服装、服饰业,002569,*ST步森
C,C18,制造业,纺织服装、服饰业,601566,九牧王
C,C18,制造业,纺织服装、服饰业,002612,朗姿股份
C,C18,制造业,纺织服装、服饰业,002634,棒杰股份
C,C18,制造业,纺织服装、服饰业,002656,摩登大道
C,C18,制造业,纺织服装、服饰业,002687,乔治白
C,C18,制造业,纺织服装、服饰业,603157,拉夏贝尔
C,C18,制造业,纺织服装、服饰业,603555,贵人鸟
C,C18,制造业,纺织服装、服饰业,002740,爱迪尔
C,C18,制造业,纺织服装、服饰业,002763,汇洁股份
C,C18,制造业,纺织服装、服饰业,002762,金发拉比
C,C18,制造业,纺织服装、服饰业,603808,歌力思
C,C18,制造业,纺织服装、服饰业,603518,锦泓集团
C,C18,制造业,纺织服装、服饰业,002832,比音勒芬
C,C18,制造业,纺织服装、服饰业,603877,太平鸟
C,C18,制造业,纺织服装、服饰业,603839,安正时尚
C,C18,制造业,纺织服装、服饰业,603908,牧高笛
C,C18,制造业,纺织服装、服饰业,002875,安奈儿
C,C18,制造业,纺织服装、服饰业,603196,日播时尚
C,C18,制造业,纺织服装、服饰业,603587,地素时尚
C,C18,制造业,纺织服装、服饰业,600107,美尔雅
C,C18,制造业,纺织服装、服饰业,600137,浪莎股份
C,C18,制造业,纺织服装、服饰业,600146,商赢环球
C,C18,制造业,纺织服装、服饰业,600177,雅戈尔
C,C18,制造业,纺织服装、服饰业,600398,海澜之家
C,C18,制造业,纺织服装、服饰业,600400,红豆股份
C,C18,制造业,纺织服装、服饰业,002003,伟星股份
C,C18,制造业,纺织服装、服饰业,002029,七 匹 狼
C,C19,制造业,皮革、毛皮、羽毛及其制品和制鞋业,002494,华斯股份
C,C19,制造业,皮革、毛皮、羽毛及其制品和制鞋业,603001,奥康国际
C,C19,制造业,皮革、毛皮、羽毛及其制品和制鞋业,002674,兴业科技
C,C19,制造业,皮革、毛皮、羽毛及其制品和制鞋业,603958,哈森股份
C,C19,制造业,皮革、毛皮、羽毛及其制品和制鞋业,603116,红蜻蜓
C,C19,制造业,皮革、毛皮、羽毛及其制品和制鞋业,603608,天创时尚
C,C19,制造业,皮革、毛皮、羽毛及其制品和制鞋业,300591,万里马
C,C19,制造业,皮革、毛皮、羽毛及其制品和制鞋业,603557,起步股份
C,C19,制造业,皮革、毛皮、羽毛及其制品和制鞋业,603477,振静股份
C,C19,制造业,皮革、毛皮、羽毛及其制品和制鞋业,600439,瑞贝卡
C,C19,制造业,皮革、毛皮、羽毛及其制品和制鞋业,600735,新华锦
C,C20,制造业,木材加工和木、竹、藤、棕、草制品业,002240,威华股份
C,C20,制造业,木材加工和木、竹、藤、棕、草制品业,601996,丰林集团
C,C20,制造业,木材加工和木、竹、藤、棕、草制品业,002631,德尔未来
C,C20,制造业,木材加工和木、竹、藤、棕、草制品业,603226,菲林格尔
C,C20,制造业,木材加工和木、竹、藤、棕、草制品业,600076,康欣新材
C,C20,制造业,木材加工和木、竹、藤、棕、草制品业,600321,ST正源
C,C20,制造业,木材加工和木、竹、藤、棕、草制品业,000910,大亚圣象
C,C20,制造业,木材加工和木、竹、藤、棕、草制品业,002043,兔 宝 宝
C,C21,制造业,家具制造业,002489,浙江永强
C,C21,制造业,家具制造业,002572,索菲亚
C,C21,制造业,家具制造业,603661,恒林股份
C,C21,制造业,家具制造业,603008,喜临门
C,C21,制造业,家具制造业,603818,曲美家居
C,C21,制造业,家具制造业,002751,易尚展示
C,C21,制造业,家具制造业,603600,永艺股份
C,C21,制造业,家具制造业,002798,帝欧家居
C,C21,制造业,家具制造业,603898,好莱客
C,C21,制造业,家具制造业,300749,顶固集创
C,C21,制造业,家具制造业,603389,亚振家居
C,C21,制造业,家具制造业,603816,顾家家居
C,C21,制造业,家具制造业,603313,梦百合
C,C21,制造业,家具制造业,603833,欧派家居
C,C21,制造业,家具制造业,603208,江山欧派
C,C21,制造业,家具制造业,002853,皮阿诺
C,C21,制造业,家具制造业,603180,金牌厨柜
C,C21,制造业,家具制造业,300616,尚品宅配
C,C21,制造业,家具制造业,603326,我乐家居
C,C21,制造业,家具制造业,603801,志邦家居
C,C21,制造业,家具制造业,603709,中源家居
C,C21,制造业,家具制造业,300729,乐歌股份
C,C21,制造业,家具制造业,600978,宜华生活
C,C21,制造业,家具制造业,000663,永安林业
C,C22,制造业,造纸和纸制品业,002067,景兴纸业
C,C22,制造业,造纸和纸制品业,002078,太阳纸业
C,C22,制造业,造纸和纸制品业,002228,合兴包装
C,C22,制造业,造纸和纸制品业,002303,美盈森
C,C22,制造业,造纸和纸制品业,002511,中顺洁柔
C,C22,制造业,造纸和纸制品业,002521,齐峰新材
C,C22,制造业,造纸和纸制品业,002565,顺灏股份
C,C22,制造业,造纸和纸制品业,603022,新通联
C,C22,制造业,造纸和纸制品业,002799,环球印务
C,C22,制造业,造纸和纸制品业,002831,裕同科技
C,C22,制造业,造纸和纸制品业,603165,荣晟环保
C,C22,制造业,造纸和纸制品业,603607,京华激光
C,C22,制造业,造纸和纸制品业,603733,仙鹤股份
C,C22,制造业,造纸和纸制品业,603687,大胜达
C,C22,制造业,造纸和纸制品业,603863,松炀资源
C,C22,制造业,造纸和纸制品业,600069,银鸽投资
C,C22,制造业,造纸和纸制品业,600103,青山纸业
C,C22,制造业,造纸和纸制品业,600235,民丰特纸
C,C22,制造业,造纸和纸制品业,600308,华泰股份
C,C22,制造业,造纸和纸制品业,600356,恒丰纸业
C,C22,制造业,造纸和纸制品业,600433,冠豪高新
C,C22,制造业,造纸和纸制品业,600567,山鹰纸业
C,C22,制造业,造纸和纸制品业,600793,宜宾纸业
C,C22,制造业,造纸和纸制品业,600963,岳阳林纸
C,C22,制造业,造纸和纸制品业,600966,博汇纸业
C,C22,制造业,造纸和纸制品业,000488,晨鸣纸业
C,C22,制造业,造纸和纸制品业,200488,晨  鸣Ｂ
C,C22,制造业,造纸和纸制品业,000576,广东甘化
C,C22,制造业,造纸和纸制品业,000815,美利云
C,C22,制造业,造纸和纸制品业,002012,凯恩股份
C,C22,制造业,造纸和纸制品业,200986,粤华包Ｂ
C,C23,制造业,印刷和记录媒介复制业,002117,东港股份
C,C23,制造业,印刷和记录媒介复制业,002191,劲嘉股份
C,C23,制造业,印刷和记录媒介复制业,002229,鸿博股份
C,C23,制造业,印刷和记录媒介复制业,002599,盛通股份
C,C23,制造业,印刷和记录媒介复制业,601515,东风股份
C,C23,制造业,印刷和记录媒介复制业,002803,吉宏股份
C,C23,制造业,印刷和记录媒介复制业,603058,永吉股份
C,C23,制造业,印刷和记录媒介复制业,603499,翔港科技
C,C23,制造业,印刷和记录媒介复制业,603429,集友股份
C,C23,制造业,印刷和记录媒介复制业,002951,金时科技
C,C23,制造业,印刷和记录媒介复制业,002836,新宏泽
C,C23,制造业,印刷和记录媒介复制业,600836,界龙实业
C,C23,制造业,印刷和记录媒介复制业,000695,滨海能源
C,C23,制造业,印刷和记录媒介复制业,000812,陕西金叶
C,C24,制造业,文教、工美、体育和娱乐用品制造业,002292,奥飞娱乐
C,C24,制造业,文教、工美、体育和娱乐用品制造业,002301,齐心集团
C,C24,制造业,文教、工美、体育和娱乐用品制造业,002348,高乐股份
C,C24,制造业,文教、工美、体育和娱乐用品制造业,002575,群兴玩具
C,C24,制造业,文教、工美、体育和娱乐用品制造业,002605,姚记扑克
C,C24,制造业,文教、工美、体育和娱乐用品制造业,300329,海伦钢琴
C,C24,制造业,文教、工美、体育和娱乐用品制造业,002678,珠江钢琴
C,C24,制造业,文教、工美、体育和娱乐用品制造业,603899,晨光文具
C,C24,制造业,文教、工美、体育和娱乐用品制造业,603398,邦宝益智
C,C24,制造业,文教、工美、体育和娱乐用品制造业,002862,实丰文化
C,C24,制造业,文教、工美、体育和娱乐用品制造业,300756,中山金马
C,C24,制造业,文教、工美、体育和娱乐用品制造业,300703,创源文化
C,C24,制造业,文教、工美、体育和娱乐用品制造业,300651,金陵体育
C,C24,制造业,文教、工美、体育和娱乐用品制造业,002899,英派斯
C,C25,制造业,石油加工、炼焦和核燃料加工业,601011,宝泰隆
C,C25,制造业,石油加工、炼焦和核燃料加工业,601015,陕西黑猫
C,C25,制造业,石油加工、炼焦和核燃料加工业,002778,高科石化
C,C25,制造业,石油加工、炼焦和核燃料加工业,603798,康普顿
C,C25,制造业,石油加工、炼焦和核燃料加工业,603113,金能科技
C,C25,制造业,石油加工、炼焦和核燃料加工业,600281,太化股份
C,C25,制造业,石油加工、炼焦和核燃料加工业,600688,上海石化
C,C25,制造业,石油加工、炼焦和核燃料加工业,600725,ST云维
C,C25,制造业,石油加工、炼焦和核燃料加工业,600740,山西焦化
C,C25,制造业,石油加工、炼焦和核燃料加工业,600792,云煤能源
C,C25,制造业,石油加工、炼焦和核燃料加工业,600997,开滦股份
C,C25,制造业,石油加工、炼焦和核燃料加工业,000059,华锦股份
C,C25,制造业,石油加工、炼焦和核燃料加工业,000637,茂化实华
C,C25,制造业,石油加工、炼焦和核燃料加工业,000698,沈阳化工
C,C25,制造业,石油加工、炼焦和核燃料加工业,000723,美锦能源
C,C25,制造业,石油加工、炼焦和核燃料加工业,000819,岳阳兴长
C,C26,制造业,化学原料和化学制品制造业,002054,德美化工
C,C26,制造业,化学原料和化学制品制造业,002057,中钢天源
C,C26,制造业,化学原料和化学制品制造业,002068,黑猫股份
C,C26,制造业,化学原料和化学制品制造业,002092,中泰化学
C,C26,制造业,化学原料和化学制品制造业,002094,青岛金王
C,C26,制造业,化学原料和化学制品制造业,002096,南岭民爆
C,C26,制造业,化学原料和化学制品制造业,002109,兴化股份
C,C26,制造业,化学原料和化学制品制造业,002125,湘潭电化
C,C26,制造业,化学原料和化学制品制造业,002136,安 纳 达
C,C26,制造业,化学原料和化学制品制造业,002145,中核钛白
C,C26,制造业,化学原料和化学制品制造业,002165,红 宝 丽
C,C26,制造业,化学原料和化学制品制造业,002170,芭田股份
C,C26,制造业,化学原料和化学制品制造业,002211,宏达新材
C,C26,制造业,化学原料和化学制品制造业,002215,诺 普 信
C,C26,制造业,化学原料和化学制品制造业,002226,江南化工
C,C26,制造业,化学原料和化学制品制造业,002246,北化股份
C,C26,制造业,化学原料和化学制品制造业,002250,联化科技
C,C26,制造业,化学原料和化学制品制造业,002256,兆新股份
C,C26,制造业,化学原料和化学制品制造业,002258,利尔化学
C,C26,制造业,化学原料和化学制品制造业,002274,华昌化工
C,C26,制造业,化学原料和化学制品制造业,300019,硅宝科技
